DATE,ANONYMIZED CATEGORY,ANONYMIZED PRODUCT,ANONYMIZED BUSINESS,ANONYMIZED LOCATION,QUANTITY,VALUE,Month-Year,is_balanced
2024-05-06 16:49:00,Category-120,Product-3050,Business-6f4d,Location-689f,15,1940.0,May 2024,
2024-05-06 17:08:00,Category-120,Product-14f3,Business-0e5b,Location-e2f8,13,1905.0,May 2024,
2024-05-06 17:08:00,Category-75,Product-1196,Business-d5b5,Location-0451,3,4145.0,May 2024,
2024-05-06 17:11:00,Category-76,Product-e805,Business-1b52,Location-1ba8,8,6280.0,May 2024,
2024-05-06 17:11:00,Category-77,Product-d09c,Business-1b52,Location-1ba8,10,2695.0,May 2024,
2024-05-06 17:13:00,Category-76,Product-e805,Business-727d,Location-d32a,30,6280.0,May 2024,
2024-05-06 17:15:00,Category-74,Product-b79b,Business-2efb,Location-0451,11,2060.0,May 2024,
2024-05-06 17:17:00,Category-75,Product-8f75,Business-5c56,Location-03fc,5,4100.0,May 2024,
2024-05-06 17:18:00,Category-76,Product-e805,Business-6f4d,Location-689f,2,6280.0,May 2024,
2024-05-06 17:29:00,Category-76,Product-e805,Business-263c,Location-689f,7,6280.0,May 2024,
2024-05-06 17:32:00,Category-120,Product-3050,Business-85ca,Location-1ba8,14,1940.0,May 2024,
2024-05-06 17:39:00,Category-121,Product-57c1,Business-06ba,Location-3e32,0,3330.0,May 2024,
2024-05-06 17:52:00,Category-110,Product-7a05,Business-8f7d,Location-e2f8,1,1020.0,May 2024,
2024-05-06 18:11:00,Category-75,Product-4832,Business-468e,Location-e951,26,4110.0,May 2024,
2024-05-06 18:11:00,Category-75,Product-9eea,Business-468e,Location-e951,5,2080.0,May 2024,
2024-05-06 18:13:00,Category-75,Product-1609,Business-978e,Location-1c33,12,4140.0,May 2024,
2024-05-06 18:13:00,Category-100,Product-94a8,Business-978e,Location-1c33,15,2090.0,May 2024,
2024-05-06 18:16:00,Category-75,Product-4832,Business-cb1f,Location-6e9b,10,4110.0,May 2024,
2024-05-06 18:16:00,Category-100,Product-94a8,Business-cb1f,Location-6e9b,5,2090.0,May 2024,
2024-05-06 18:40:00,Category-77,Product-d09c,Business-3f6c,Location-e2f8,2,2695.0,May 2024,
2024-05-06 18:56:00,Category-76,Product-e805,Business-a43d,Location-3e32,10,6280.0,May 2024,
2024-05-06 19:32:00,Category-106,Product-7373,Business-80b3,Location-f37d,2,1260.0,May 2024,
2024-05-06 20:36:00,Category-106,Product-12b3,Business-5fc7,Location-1ba8,2,620.0,May 2024,
2024-05-06 20:51:00,Category-76,Product-e805,Business-9657,Location-e2f8,3,6280.0,May 2024,
2024-05-06 21:06:00,Category-78,Product-46ef,Business-8960,Location-689f,6,1120.0,May 2024,
2024-05-06 21:51:00,Category-100,Product-7a88,Business-089e,Location-7f37,1,1560.0,May 2024,
2024-05-06 21:56:00,Category-75,Product-744d,Business-2efb,Location-0451,20,2080.0,May 2024,
2024-05-06 21:56:00,Category-75,Product-1e6c,Business-2efb,Location-0451,30,4110.0,May 2024,
2024-05-06 22:02:00,Category-75,Product-1e6c,Business-bf11,Location-0451,25,4110.0,May 2024,
2024-05-06 22:36:00,Category-75,Product-0cd1,Business-cfcf,Location-0451,2,1654.0,May 2024,
2024-05-07 11:57:00,Category-78,Product-46ef,Business-5f89,Location-66f4,50,1120.0,May 2024,
2024-05-07 12:30:00,Category-121,Product-afb7,Business-dbe5,Location-66f4,5,1340.0,May 2024,
2024-05-07 13:44:00,Category-77,Product-d09c,Business-3d8c,Location-3fc0,4,2735.0,May 2024,
2024-05-07 14:38:00,Category-76,Product-6e9c,Business-1c70,Location-3fc0,1,2850.0,May 2024,
2024-05-07 14:45:00,Category-76,Product-e805,Business-e2bb,Location-66f4,2,6316.0,May 2024,
2024-05-07 14:45:00,Category-77,Product-d09c,Business-e2bb,Location-66f4,2,2735.0,May 2024,
2024-05-07 14:48:00,Category-100,Product-68e7,Business-c429,Location-0451,12,1885.0,May 2024,
2024-05-07 14:58:00,Category-76,Product-e805,Business-fe7d,Location-689f,10,6316.0,May 2024,
2024-05-07 14:59:00,Category-76,Product-e805,Business-19dc,Location-47dc,1,6316.0,May 2024,
2024-05-07 14:59:00,Category-94,Product-703d,Business-19dc,Location-47dc,1,958.0,May 2024,
2024-05-07 14:59:00,Category-85,Product-5ab4,Business-19dc,Location-47dc,1,3550.0,May 2024,
2024-05-07 14:59:00,Category-110,Product-60f2,Business-19dc,Location-47dc,2,1880.0,May 2024,
2024-05-07 15:01:00,Category-76,Product-e805,Business-e672,Location-689f,3,6316.0,May 2024,
2024-05-07 15:15:00,Category-85,Product-57e8,Business-1692,Location-b125,3,970.0,May 2024,
2024-05-07 15:23:00,Category-75,Product-086d,Business-cf4b,Location-b125,15,2070.0,May 2024,
2024-05-07 15:36:00,Category-121,Product-aea4,Business-cf4b,Location-b125,15,1320.0,May 2024,
2024-05-07 15:54:00,Category-85,Product-3108,Business-ece0,Location-3e32,1,965.0,May 2024,
2024-05-07 15:57:00,Category-76,Product-e805,Business-5f36,Location-c2f2,5,6316.0,May 2024,
2024-05-07 16:00:00,Category-77,Product-d09c,Business-f4f4,Location-3e32,6,2735.0,May 2024,
2024-05-07 16:09:00,Category-121,Product-aea4,Business-838f,Location-3e32,6,1320.0,May 2024,
2024-05-07 16:33:00,Category-75,Product-8f75,Business-5613,Location-3e32,7,4100.0,May 2024,
2024-05-07 16:33:00,Category-75,Product-8f75,Business-3dfc,Location-3fc0,9,4100.0,May 2024,
2024-05-07 16:33:00,Category-121,Product-aea4,Business-5613,Location-3e32,5,1320.0,May 2024,
2024-05-07 16:33:00,Category-76,Product-e805,Business-5613,Location-3e32,6,6316.0,May 2024,
2024-05-07 16:44:00,Category-77,Product-d09c,Business-8f8d,Location-47dc,1,2735.0,May 2024,
2024-05-07 17:31:00,Category-110,Product-3978,Business-2482,Location-47dc,2,485.0,May 2024,
2024-05-07 18:59:00,Category-75,Product-9eea,Business-468e,Location-e951,11,2080.0,May 2024,
2024-05-07 18:59:00,Category-100,Product-1398,Business-468e,Location-e951,18,1980.0,May 2024,
2024-05-07 18:59:00,Category-100,Product-031c,Business-468e,Location-e951,5,2010.0,May 2024,
2024-05-07 19:10:00,Category-77,Product-d09c,Business-f749,Location-3fc0,5,2735.0,May 2024,
2024-05-07 19:31:00,Category-76,Product-38f7,Business-63d9,Location-3fc0,1,2750.0,May 2024,
2024-05-07 19:40:00,Category-77,Product-d09c,Business-8d3c,Location-689f,3,2735.0,May 2024,
2024-05-07 20:05:00,Category-121,Product-aea4,Business-f4f4,Location-3e32,2,1320.0,May 2024,
2024-05-07 20:05:00,Category-75,Product-8f75,Business-f4f4,Location-3e32,10,4100.0,May 2024,
2024-05-07 20:55:00,Category-75,Product-1609,Business-dcd4,Location-6e9b,12,4070.0,May 2024,
2024-05-07 21:22:00,Category-75,Product-086d,Business-07de,Location-b27b,11,2070.0,May 2024,
2024-05-07 21:59:00,Category-108,Product-ee77,Business-1c98,Location-1979,10,150.0,May 2024,
2024-05-07 22:12:00,Category-74,Product-b79b,Business-afe2,Location-0451,2,2060.0,May 2024,
2024-05-07 22:15:00,Category-85,Product-1745,Business-bb3e,Location-0451,35,1320.0,May 2024,
2024-05-08 08:25:00,Category-75,Product-d078,Business-db84,Location-f37d,1,3275.0,May 2024,
2024-05-08 09:02:00,Category-75,Product-9eea,Business-978e,Location-1c33,15,2080.0,May 2024,
2024-05-08 09:02:00,Category-94,Product-f5d3,Business-978e,Location-1c33,20,600.0,May 2024,
2024-05-08 09:10:00,Category-100,Product-1398,Business-468e,Location-e951,9,1980.0,May 2024,
2024-05-08 09:10:00,Category-75,Product-4832,Business-468e,Location-e951,15,4110.0,May 2024,
2024-05-08 09:10:00,Category-100,Product-031c,Business-468e,Location-e951,7,2010.0,May 2024,
2024-05-08 11:07:00,Category-85,Product-0c64,Business-fc97,Location-e2f8,5,1310.0,May 2024,
2024-05-08 11:57:00,Category-79,Product-4420,Business-a05f,Location-7f37,1,1813.0,May 2024,
2024-05-08 13:57:00,Category-110,Product-2aff,Business-80b3,Location-f37d,5,295.0,May 2024,
2024-05-08 14:44:00,Category-77,Product-d09c,Business-8fae,Location-03fc,3,2775.0,May 2024,
2024-05-08 15:43:00,Category-107,Product-8d56,Business-b48e,Location-03fc,3,1530.0,May 2024,
2024-05-08 15:50:00,Category-77,Product-d09c,Business-5fc7,Location-1ba8,4,2775.0,May 2024,
2024-05-08 15:55:00,Category-77,Product-d09c,Business-966e,Location-e2f8,1,2775.0,May 2024,
2024-05-08 16:06:00,Category-75,Product-8f75,Business-5feb,Location-03fc,4,4100.0,May 2024,
2024-05-08 16:06:00,Category-101,Product-9ea7,Business-5feb,Location-03fc,4,1665.0,May 2024,
2024-05-08 16:11:00,Category-74,Product-1ee2,Business-63e2,Location-0451,6,2090.0,May 2024,
2024-05-08 16:22:00,Category-79,Product-9992,Business-a8ef,Location-4ea1,2,181.0,May 2024,
2024-05-08 18:42:00,Category-100,Product-7f47,Business-2e05,Location-f7fa,20,1035.0,May 2024,
2024-05-08 18:52:00,Category-79,Product-9992,Business-3410,Location-e2f8,1,181.0,May 2024,
2024-05-08 19:39:00,Category-120,Product-4156,Business-3f6c,Location-e2f8,2,2040.0,May 2024,
2024-05-08 19:39:00,Category-119,Product-66e0,Business-3f6c,Location-e2f8,3,1520.0,May 2024,
2024-05-08 19:49:00,Category-111,Product-bdba,Business-60b8,Location-d32a,2,700.0,May 2024,
2024-05-08 19:49:00,Category-77,Product-d09c,Business-60b8,Location-d32a,2,2775.0,May 2024,
2024-05-08 19:56:00,Category-74,Product-b79b,Business-8d64,Location-0451,10,2060.0,May 2024,
2024-05-08 19:56:00,Category-75,Product-1a45,Business-8d64,Location-0451,1,2650.0,May 2024,
2024-05-08 19:56:00,Category-75,Product-d934,Business-8d64,Location-0451,5,2060.0,May 2024,
2024-05-08 20:00:00,Category-75,Product-d934,Business-fbc3,Location-0451,1,2060.0,May 2024,
2024-05-08 20:26:00,Category-75,Product-da17,Business-6162,Location-3e32,3,4135.0,May 2024,
2024-05-08 20:26:00,Category-100,Product-e729,Business-17a8,Location-0451,30,1970.0,May 2024,
2024-05-08 20:27:00,Category-75,Product-da17,Business-6068,Location-e2f8,4,4135.0,May 2024,
2024-05-08 20:34:00,Category-75,Product-da17,Business-dbce,Location-3e32,2,4135.0,May 2024,
2024-05-08 20:44:00,Category-77,Product-d09c,Business-1510,Location-4ea1,5,2775.0,May 2024,
2024-05-08 21:22:00,Category-101,Product-9ea7,Business-e268,Location-3e32,5,1665.0,May 2024,
2024-05-08 21:22:00,Category-76,Product-e805,Business-e268,Location-3e32,2,6250.0,May 2024,
2024-05-08 22:01:00,Category-106,Product-c14c,Business-8abb,Location-03fc,5,1340.0,May 2024,
2024-05-08 22:09:00,Category-77,Product-d09c,Business-2197,Location-689f,10,2775.0,May 2024,
2024-05-08 22:16:00,Category-75,Product-da17,Business-188a,Location-3e32,10,4135.0,May 2024,
2024-05-09 13:30:00,Category-120,Product-29ee,Business-643c,Location-b125,50,1940.0,May 2024,
2024-05-09 13:54:00,Category-75,Product-086d,Business-1886,Location-3e32,5,2070.0,May 2024,
2024-05-09 14:06:00,Category-75,Product-8b33,Business-2592,Location-9149,0,2135.0,May 2024,
2024-05-09 14:09:00,Category-85,Product-57e8,Business-969a,Location-b27b,2,970.0,May 2024,
2024-05-09 14:17:00,Category-121,Product-afb7,Business-d203,Location-3fc0,9,1340.0,May 2024,
2024-05-09 14:23:00,Category-119,Product-66e0,Business-9768,Location-3fc0,8,1520.0,May 2024,
2024-05-09 15:00:00,Category-76,Product-e805,Business-a8bd,Location-689f,5,6240.0,May 2024,
2024-05-09 15:11:00,Category-76,Product-e805,Business-f17a,Location-3fc0,2,6240.0,May 2024,
2024-05-09 15:31:00,Category-76,Product-e805,Business-07de,Location-b27b,3,6240.0,May 2024,
2024-05-09 15:31:00,Category-120,Product-9a3e,Business-07de,Location-b27b,25,1880.0,May 2024,
2024-05-09 16:07:00,Category-75,Product-8f75,Business-07de,Location-b27b,12,4100.0,May 2024,
2024-05-09 17:00:00,Category-75,Product-8f75,Business-2ef4,Location-1979,40,4100.0,May 2024,
2024-05-09 17:05:00,Category-77,Product-d09c,Business-3215,Location-689f,8,2785.0,May 2024,
2024-05-09 17:47:00,Category-100,Product-39a6,Business-7eb1,Location-1c33,4,1920.0,May 2024,
2024-05-09 17:51:00,Category-75,Product-9eea,Business-78a8,Location-eb12,6,2080.0,May 2024,
2024-05-09 17:57:00,Category-75,Product-6aa1,Business-b22c,Location-f7fa,25,2030.0,May 2024,
2024-05-09 18:09:00,Category-100,Product-68e7,Business-6510,Location-0451,15,1885.0,May 2024,
2024-05-09 18:45:00,Category-76,Product-e805,Business-e268,Location-3e32,4,6240.0,May 2024,
2024-05-09 18:58:00,Category-77,Product-d09c,Business-4925,Location-3e32,3,2785.0,May 2024,
2024-05-09 20:02:00,Category-76,Product-e805,Business-d203,Location-3fc0,10,6240.0,May 2024,
2024-05-09 20:03:00,Category-92,Product-d09a,Business-ba97,Location-c2f2,3,1480.0,May 2024,
2024-05-09 20:09:00,Category-76,Product-e805,Business-155f,Location-689f,6,6240.0,May 2024,
2024-05-09 20:29:00,Category-91,Product-669d,Business-a353,Location-b27b,5,135.0,May 2024,
2024-05-09 20:43:00,Category-106,Product-06ba,Business-ed32,Location-1979,5,670.0,May 2024,
2024-05-09 20:48:00,Category-75,Product-8f75,Business-f9e4,Location-b27b,2,4100.0,May 2024,
2024-05-09 20:48:00,Category-77,Product-d09c,Business-f9e4,Location-b27b,2,2785.0,May 2024,
2024-05-09 22:18:00,Category-76,Product-e805,Business-2197,Location-689f,7,6240.0,May 2024,
2024-05-09 22:18:00,Category-77,Product-d09c,Business-2197,Location-689f,5,2785.0,May 2024,
2024-05-09 23:03:00,Category-75,Product-d934,Business-2c08,Location-0451,40,2060.0,May 2024,
2024-05-09 23:03:00,Category-85,Product-1745,Business-2c08,Location-0451,25,1320.0,May 2024,
2024-05-09 23:04:00,Category-78,Product-4d7b,Business-c62a,Location-0451,23,400.0,May 2024,
2024-05-09 23:08:00,Category-74,Product-b79b,Business-63e2,Location-0451,8,2060.0,May 2024,
2024-05-10 10:07:00,Category-76,Product-e805,Business-7d9c,Location-3e32,1,6240.0,May 2024,
2024-05-10 10:49:00,Category-76,Product-e805,Business-97e9,Location-3e32,20,6240.0,May 2024,
2024-05-10 11:09:00,Category-85,Product-307a,Business-85e2,Location-7f37,4,1775.0,May 2024,
2024-05-10 11:34:00,Category-108,Product-d8c2,Business-bf85,Location-1ba8,3,2940.0,May 2024,
2024-05-10 12:11:00,Category-120,Product-4156,Business-2e78,Location-03fc,30,2040.0,May 2024,
2024-05-10 12:58:00,Category-76,Product-e805,Business-1ddc,Location-3fc0,4,6210.0,May 2024,
2024-05-10 13:12:00,Category-76,Product-e805,Business-d5b6,Location-3e32,20,6210.0,May 2024,
2024-05-10 13:34:00,Category-85,Product-0331,Business-fe37,Location-3e32,0,1340.0,May 2024,
2024-05-10 14:31:00,Category-77,Product-d09c,Business-18f1,Location-1ba8,5,2795.0,May 2024,
2024-05-10 14:34:00,Category-76,Product-e805,Business-263c,Location-689f,5,6210.0,May 2024,
2024-05-10 14:45:00,Category-100,Product-1398,Business-2ba7,Location-9149,26,1980.0,May 2024,
2024-05-10 14:52:00,Category-75,Product-5e14,Business-5442,Location-7f37,3,2060.0,May 2024,
2024-05-10 14:52:00,Category-75,Product-1609,Business-468e,Location-e951,35,4070.0,May 2024,
2024-05-10 15:53:00,Category-77,Product-d09c,Business-91a4,Location-03fc,10,2795.0,May 2024,
2024-05-10 16:01:00,Category-113,Product-d489,Business-281c,Location-e2f8,7,185.0,May 2024,
2024-05-10 16:02:00,Category-76,Product-e805,Business-6cc2,Location-4ea1,2,6210.0,May 2024,
2024-05-10 16:15:00,Category-120,Product-3050,Business-7678,Location-1ba8,20,1940.0,May 2024,
2024-05-10 16:23:00,Category-82,Product-91f3,Business-996a,Location-3e32,20,870.0,May 2024,
2024-05-10 16:32:00,Category-77,Product-d09c,Business-777b,Location-1ba8,1,2795.0,May 2024,
2024-05-10 16:32:00,Category-101,Product-9ea7,Business-777b,Location-1ba8,1,1665.0,May 2024,
2024-05-10 16:36:00,Category-76,Product-6e9c,Business-1b52,Location-1ba8,6,2850.0,May 2024,
2024-05-10 16:36:00,Category-76,Product-e805,Business-1b52,Location-1ba8,8,6210.0,May 2024,
2024-05-10 17:08:00,Category-110,Product-b689,Business-f85f,Location-f37d,1,97.0,May 2024,
2024-05-10 17:48:00,Category-75,Product-8f75,Business-b1c4,Location-7f37,1,4100.0,May 2024,
2024-05-10 17:48:00,Category-85,Product-5d01,Business-b1c4,Location-7f37,10,55.0,May 2024,
2024-05-10 17:49:00,Category-100,Product-94a8,Business-b22c,Location-f7fa,7,2090.0,May 2024,
2024-05-10 17:52:00,Category-100,Product-f3ee,Business-78a8,Location-eb12,7,2060.0,May 2024,
2024-05-10 17:52:00,Category-100,Product-94a8,Business-78a8,Location-eb12,1,2090.0,May 2024,
2024-05-10 17:52:00,Category-101,Product-fd67,Business-78a8,Location-eb12,2,1650.0,May 2024,
2024-05-10 18:12:00,Category-105,Product-acb9,Business-8448,Location-4ea1,1,1050.0,May 2024,
2024-05-10 18:25:00,Category-106,Product-7373,Business-8647,Location-1ba8,3,1260.0,May 2024,
2024-05-10 18:28:00,Category-75,Product-d934,Business-c62a,Location-0451,15,2060.0,May 2024,
2024-05-10 18:28:00,Category-74,Product-b79b,Business-c62a,Location-0451,7,2060.0,May 2024,
2024-05-10 18:31:00,Category-84,Product-8ec1,Business-d3f6,Location-0451,1,486.0,May 2024,
2024-05-10 18:31:00,Category-74,Product-1ee2,Business-d3f6,Location-0451,4,2090.0,May 2024,
2024-05-10 18:53:00,Category-105,Product-fd84,Business-ba13,Location-3e32,5,1550.0,May 2024,
2024-05-10 18:56:00,Category-76,Product-e805,Business-8c9c,Location-689f,1,6210.0,May 2024,
2024-05-10 18:56:00,Category-75,Product-8f75,Business-8c9c,Location-689f,3,4100.0,May 2024,
2024-05-10 19:20:00,Category-82,Product-91f3,Business-f17a,Location-3fc0,2,870.0,May 2024,
2024-05-10 19:20:00,Category-77,Product-d09c,Business-f17a,Location-3fc0,2,2795.0,May 2024,
2024-05-10 19:29:00,Category-82,Product-91f3,Business-1ede,Location-3fc0,5,870.0,May 2024,
2024-05-10 19:30:00,Category-120,Product-9a3e,Business-31b8,Location-03fc,12,1880.0,May 2024,
2024-05-10 19:36:00,Category-77,Product-d09c,Business-63d9,Location-3fc0,3,2795.0,May 2024,
2024-05-10 19:40:00,Category-110,Product-4987,Business-966e,Location-e2f8,5,140.0,May 2024,
2024-05-10 20:03:00,Category-111,Product-caf2,Business-6068,Location-e2f8,4,850.0,May 2024,
2024-05-10 20:06:00,Category-119,Product-66e0,Business-a8bd,Location-689f,30,1520.0,May 2024,
2024-05-10 20:11:00,Category-76,Product-e805,Business-9657,Location-e2f8,3,6210.0,May 2024,
2024-05-10 20:31:00,Category-76,Product-e805,Business-52fa,Location-e2f8,7,6210.0,May 2024,
2024-05-10 20:32:00,Category-77,Product-d09c,Business-f4f4,Location-3e32,6,2795.0,May 2024,
2024-05-10 20:36:00,Category-105,Product-13a3,Business-52fa,Location-e2f8,2,2675.0,May 2024,
2024-05-10 20:46:00,Category-120,Product-7864,Business-f3f6,Location-f37d,3,2070.0,May 2024,
2024-05-10 20:46:00,Category-85,Product-200b,Business-f3f6,Location-f37d,2,1150.0,May 2024,
2024-05-10 20:46:00,Category-91,Product-1b48,Business-f3f6,Location-f37d,1,3870.0,May 2024,
2024-05-10 20:46:00,Category-75,Product-086d,Business-f3f6,Location-f37d,10,2070.0,May 2024,
2024-05-10 20:46:00,Category-104,Product-af50,Business-f3f6,Location-f37d,1,1310.0,May 2024,
2024-05-10 20:46:00,Category-106,Product-b576,Business-f3f6,Location-f37d,5,1300.0,May 2024,
2024-05-10 20:46:00,Category-91,Product-5528,Business-f3f6,Location-f37d,1,3795.0,May 2024,
2024-05-10 20:46:00,Category-120,Product-4156,Business-f3f6,Location-f37d,6,2040.0,May 2024,
2024-05-10 20:55:00,Category-78,Product-46ef,Business-e491,Location-e2f8,1,1120.0,May 2024,
2024-05-10 20:55:00,Category-120,Product-76b9,Business-e491,Location-e2f8,2,1940.0,May 2024,
2024-05-10 20:55:00,Category-82,Product-91f3,Business-e491,Location-e2f8,1,870.0,May 2024,
2024-05-10 20:55:00,Category-97,Product-bbdc,Business-e491,Location-e2f8,1,365.0,May 2024,
2024-05-10 20:55:00,Category-91,Product-cae5,Business-e491,Location-e2f8,1,660.0,May 2024,
2024-05-10 20:55:00,Category-111,Product-caf2,Business-e491,Location-e2f8,1,850.0,May 2024,
2024-05-10 21:34:00,Category-120,Product-3050,Business-263c,Location-689f,9,1940.0,May 2024,
2024-05-10 21:34:00,Category-119,Product-e98d,Business-263c,Location-689f,8,1550.0,May 2024,
2024-05-10 21:34:00,Category-119,Product-66e0,Business-263c,Location-689f,17,1520.0,May 2024,
2024-05-10 21:35:00,Category-78,Product-46ef,Business-263c,Location-689f,4,1120.0,May 2024,
2024-05-10 22:15:00,Category-75,Product-1e6c,Business-0309,Location-0451,4,4110.0,May 2024,
2024-05-10 22:23:00,Category-78,Product-4d7b,Business-ace9,Location-0451,17,400.0,May 2024,
2024-05-11 15:54:00,Category-85,Product-afb6,Business-2ddf,Location-3e32,5,147.0,May 2024,
2024-05-12 09:00:00,Category-75,Product-6aa1,Business-cb1f,Location-6e9b,15,2030.0,May 2024,
2024-05-12 09:29:00,Category-100,Product-94a8,Business-7cf4,Location-f21b,4,2090.0,May 2024,
2024-05-12 09:29:00,Category-100,Product-031c,Business-7cf4,Location-f21b,2,2010.0,May 2024,
2024-05-12 09:36:00,Category-75,Product-1609,Business-468e,Location-e951,11,4070.0,May 2024,
2024-05-12 09:44:00,Category-100,Product-39a6,Business-78a8,Location-eb12,12,1920.0,May 2024,
2024-05-12 12:47:00,Category-85,Product-afb6,Business-0287,Location-1979,10,147.0,May 2024,
2024-05-12 16:24:00,Category-100,Product-68e7,Business-e4bf,Location-0451,4,1885.0,May 2024,
2024-05-12 16:28:00,Category-100,Product-e729,Business-0309,Location-0451,5,1970.0,May 2024,
2024-05-12 16:28:00,Category-75,Product-dabd,Business-0309,Location-0451,1,4380.0,May 2024,
2024-05-12 16:28:00,Category-100,Product-68e7,Business-0309,Location-0451,5,1885.0,May 2024,
2024-05-12 16:28:00,Category-100,Product-803b,Business-0309,Location-0451,2,1915.0,May 2024,
2024-05-12 16:28:00,Category-75,Product-42ab,Business-0309,Location-0451,1,2800.0,May 2024,
2024-05-12 16:28:00,Category-74,Product-1ee2,Business-0309,Location-0451,5,2090.0,May 2024,
2024-05-12 16:28:00,Category-84,Product-c942,Business-0309,Location-0451,1,728.0,May 2024,
2024-05-12 16:52:00,Category-75,Product-086d,Business-e2bb,Location-66f4,3,2070.0,May 2024,
2024-05-12 17:13:00,Category-76,Product-e805,Business-3dfc,Location-3fc0,3,6176.0,May 2024,
2024-05-12 17:35:00,Category-76,Product-e805,Business-7a03,Location-3fc0,8,6176.0,May 2024,
2024-05-12 17:51:00,Category-76,Product-e805,Business-5f36,Location-c2f2,4,6176.0,May 2024,
2024-05-12 18:07:00,Category-120,Product-9a3e,Business-b69f,Location-128a,2,1880.0,May 2024,
2024-05-12 18:15:00,Category-119,Product-e98d,Business-a641,Location-689f,2,1550.0,May 2024,
2024-05-12 18:15:00,Category-106,Product-7373,Business-a641,Location-689f,1,1260.0,May 2024,
2024-05-12 18:34:00,Category-105,Product-461e,Business-06ed,Location-3e32,1,470.0,May 2024,
2024-05-12 18:56:00,Category-108,Product-ee77,Business-19dc,Location-47dc,6,150.0,May 2024,
2024-05-12 19:03:00,Category-110,Product-225c,Business-a658,Location-3e32,1,2538.0,May 2024,
2024-05-12 19:36:00,Category-76,Product-e805,Business-b886,Location-c2f2,10,6176.0,May 2024,
2024-05-12 19:39:00,Category-100,Product-e729,Business-fbc3,Location-0451,2,1970.0,May 2024,
2024-05-12 19:43:00,Category-100,Product-68e7,Business-2efb,Location-0451,30,1885.0,May 2024,
2024-05-12 19:43:00,Category-100,Product-803b,Business-2efb,Location-0451,5,1915.0,May 2024,
2024-05-12 19:44:00,Category-100,Product-68e7,Business-434a,Location-0451,40,1885.0,May 2024,
2024-05-12 20:11:00,Category-95,Product-766b,Business-69e4,Location-689f,5,2110.0,May 2024,
2024-05-12 20:21:00,Category-82,Product-91f3,Business-c428,Location-128a,3,870.0,May 2024,
2024-05-12 20:40:00,Category-75,Product-5e14,Business-260e,Location-b27b,6,2060.0,May 2024,
2024-05-12 20:42:00,Category-82,Product-91f3,Business-996a,Location-3e32,10,870.0,May 2024,
2024-05-12 20:56:00,Category-85,Product-3108,Business-7016,Location-3e32,20,965.0,May 2024,
2024-05-12 21:39:00,Category-120,Product-3050,Business-7a03,Location-3fc0,11,1940.0,May 2024,
2024-05-12 21:39:00,Category-119,Product-66e0,Business-7a03,Location-3fc0,18,1520.0,May 2024,
2024-05-13 09:59:00,Category-108,Product-ee77,Business-0ba8,Location-f37d,1,150.0,May 2024,
2024-05-13 09:59:00,Category-106,Product-12b3,Business-0ba8,Location-f37d,1,620.0,May 2024,
2024-05-13 10:04:00,Category-105,Product-f83e,Business-a22f,Location-7f37,1,450.0,May 2024,
2024-05-13 11:51:00,Category-76,Product-e805,Business-8123,Location-c2f2,5,6176.0,May 2024,
2024-05-13 12:15:00,Category-76,Product-e805,Business-2ec4,Location-f37d,0,6176.0,May 2024,
2024-05-13 13:33:00,Category-77,Product-d09c,Business-b844,Location-e2f8,1,2810.0,May 2024,
2024-05-13 13:51:00,Category-75,Product-2175,Business-83cd,Location-3e32,6,4070.0,May 2024,
2024-05-13 13:51:00,Category-75,Product-5e14,Business-83cd,Location-3e32,4,2060.0,May 2024,
2024-05-13 14:06:00,Category-101,Product-9ea7,Business-b412,Location-4ea1,20,1665.0,May 2024,
2024-05-13 14:10:00,Category-120,Product-29ee,Business-ec8b,Location-1ba8,40,1940.0,May 2024,
2024-05-13 15:19:00,Category-84,Product-ee8b,Business-5613,Location-3e32,7,665.0,May 2024,
2024-05-13 16:26:00,Category-121,Product-aea4,Business-1b52,Location-1ba8,20,1320.0,May 2024,
2024-05-13 16:26:00,Category-76,Product-61dd,Business-1b52,Location-1ba8,2,2835.0,May 2024,
2024-05-13 16:26:00,Category-120,Product-4156,Business-8c70,Location-d32a,3,2050.0,May 2024,
2024-05-13 16:40:00,Category-74,Product-1ee2,Business-6510,Location-0451,7,2090.0,May 2024,
2024-05-13 16:42:00,Category-100,Product-1021,Business-cb1f,Location-6e9b,3,1020.0,May 2024,
2024-05-13 16:48:00,Category-76,Product-6e9c,Business-aac2,Location-4ea1,1,2835.0,May 2024,
2024-05-13 16:53:00,Category-75,Product-4832,Business-78a8,Location-eb12,6,4110.0,May 2024,
2024-05-13 16:53:00,Category-94,Product-f5d3,Business-78a8,Location-eb12,3,600.0,May 2024,
2024-05-13 16:57:00,Category-85,Product-57e8,Business-a4fe,Location-3e32,10,970.0,May 2024,
2024-05-13 17:24:00,Category-105,Product-a9df,Business-d0bc,Location-7f37,2,450.0,May 2024,
2024-05-13 17:24:00,Category-108,Product-ee77,Business-d0bc,Location-7f37,3,150.0,May 2024,
2024-05-13 18:37:00,Category-106,Product-12b3,Business-5fc7,Location-1ba8,3,620.0,May 2024,
2024-05-13 18:37:00,Category-120,Product-4156,Business-5fc7,Location-1ba8,2,2050.0,May 2024,
2024-05-13 18:37:00,Category-77,Product-d09c,Business-5fc7,Location-1ba8,2,2810.0,May 2024,
